Song,entity_text,entity_label,Year,Lyrics
Funny Face,Funny Face,PERSON,1973.0,"away You smile at me and say Funny Face, Funny face I love you Funny Face, I love you Funny Face, I need you These"
Funny Face,Funny Face,PERSON,1973.0,"away You smile at me and say Funny Face, Funny face I love you Funny Face, I love you Funny Face, I need you These"
Funny Face,Funny Face,PERSON,1973.0,"and say Funny Face, Funny face I love you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"and say Funny Face, Funny face I love you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"and say Funny Face, Funny face I love you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"ways You hold me close and say Funny Face, Funny Face I love you Funny Face, I love you Funny Face, I need you These"
Funny Face,Funny Face,PERSON,1973.0,"ways You hold me close and say Funny Face, Funny Face I love you Funny Face, I love you Funny Face, I need you These"
Funny Face,Funny Face,PERSON,1973.0,"ways You hold me close and say Funny Face, Funny Face I love you Funny Face, I love you Funny Face, I need you These"
Funny Face,Funny Face,PERSON,1973.0,"and say Funny Face, Funny Face I love you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"and say Funny Face, Funny Face I love you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"and say Funny Face, Funny Face I love you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"believe me My whole worlds wrapped up in you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Funny Face,Funny Face,PERSON,1973.0,"believe me My whole worlds wrapped up in you Funny Face, I love you Funny Face, I need you These are the sweetest words I've"
Angie,Angie,PERSON,1973.0,"you're beautiful, But ain't it time we said goodbye? Angie, I still love you Remember all those nights we cried? All the dreams we held"
Angie,Angie,PERSON,1973.0,"in our coats You can't say were satisfied But Angie, I still love you, baby Everywhere I look, I see your eyes There ain't a"
Break Up To Make Up,First,ORDINAL,1973.0,"wild Break up to make up, that's all we do First you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,Break up,WORK_OF_ART,1973.0,"wild Break up to make up, that's all we do First you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,First,ORDINAL,1973.0,fools Break up to make up that's all we do First you love me then you hate me That's a game for fools When I
Break Up To Make Up,Break,GPE,1973.0,"through Break up to make up, that's all we do First you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,First,ORDINAL,1973.0,"through Break up to make up, that's all we do First you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,Break up,WORK_OF_ART,1973.0,"through Break up to make up, that's all we do First you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,first,ORDINAL,1973.0,"fools Break up to make up, that's all we do first you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,Break up,WORK_OF_ART,1973.0,"fools Break up to make up, that's all we do first you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,first,ORDINAL,1973.0,"fools Break up to make up, that's all we do first you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,Break up,WORK_OF_ART,1973.0,"fools Break up to make up, that's all we do first you love me then you hate me That's a game for fools Break up"
Break Up To Make Up,First,ORDINAL,1973.0,"fools Break up to make up, that's all we do First you love me then you hate me That's a game for fools"
Daisy A Day,Ill,PERSON,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,Ill,GPE,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,four,CARDINAL,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,years,DATE,1973.0,evenin And for years I would see them go by And their love that was more than the clothes that they wore Could be seen
Daisy A Day,Ill,PERSON,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,Ill,GPE,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,four,CARDINAL,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,Ill,PERSON,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,Ill,GPE,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
Daisy A Day,four,CARDINAL,1973.0,"daisy a day, dear Ill give you a daisy a day Ill love you until the rivers run still And the four winds we know"
The World Is A Ghetto,Paradise,LOC,1973.0,"have your share If you know you're loved, be secure Paradise is love to be sure x4"
The World Is A Ghetto,x4,ORG,1973.0,"have your share If you know you're loved, be secure Paradise is love to be sure x4"
Space Oddity,Tom Commencing,PERSON,1973.0,"to Major Tom Commencing countdown, engines on Check ignition and may God's love be with you This is Ground Control to Major Tom You've really"
Space Oddity,Ground Control,PERSON,1973.0,"to Major Tom Commencing countdown, engines on Check ignition and may God's love be with you This is Ground Control to Major Tom You've really"
Space Oddity,Tom You,PERSON,1973.0,"to Major Tom Commencing countdown, engines on Check ignition and may God's love be with you This is Ground Control to Major Tom You've really"
Space Oddity,Ground Control,PERSON,1973.0,think my spaceship knows which way to go Tell my wife I love her very much She knows Ground Control to Major Tom Your circuit's
Space Oddity,Tom Your,PERSON,1973.0,think my spaceship knows which way to go Tell my wife I love her very much She knows Ground Control to Major Tom Your circuit's
The Twelfth Of Never,twelfth,ORDINAL,1973.0,"you, my darling Like roses need rain You ask how long I'll love you I'll tell you true Until the twelfth of never I'll still"
The Twelfth Of Never,Melt,PERSON,1973.0,me go Hold me close Melt my heart like April snow I'll love you Till the bluebells forget to bloom I'll love you Till the
The Twelfth Of Never,April,DATE,1973.0,me go Hold me close Melt my heart like April snow I'll love you Till the bluebells forget to bloom I'll love you Till the
The Twelfth Of Never,April,DATE,1973.0,April snow I'll love you Till the bluebells forget to bloom I'll love you Till the clover has lost it's perfume I'll love you Till
The Twelfth Of Never,twelfth,ORDINAL,1973.0,bloom I'll love you Till the clover has lost it's perfume I'll love you Till the poets run out of rhyme Until the twelfth of
Seasons In The Sun,nine or ten,CARDINAL,1974.0,"we're nine or ten Together we've climbed hills or trees Learned of love and ABCs Skinned our hearts and skinned our knees Goodbye my friend,"
Seasons In The Sun,2,CARDINAL,1974.0,"all gone. x 2 Goodbye Michelle, my little one You gave me love and helped me find the sun Every time that I was down"
Come And Get Your Love,Hail,PERSON,1974.0,look so divine Come and get your love Come and get your love Come and get your love Come and get your love Hail what's
Come And Get Your Love,Hail,PERSON,1974.0,get your love Come and get your love Come and get your love Come and get your love Hail what's the matter with you feel
Come And Get Your Love,Hail,PERSON,1974.0,"get your love Come and get your love Come and get your love Hail what's the matter with you feel right Don't you feel right,"
Come And Get Your Love,Hail,PERSON,1974.0,"your love, now Come and get your love Come and get your love Come and get your love Come and get your love Hail what's"
Come And Get Your Love,Hail,PERSON,1974.0,get your love Come and get your love Come and get your love Come and get your love Hail what's the matter with you feel
Come And Get Your Love,Hail,PERSON,1974.0,"get your love Come and get your love Come and get your love Hail what's the matter with you feel right Don't you feel right,"
Come And Get Your Love,daba,GPE,1974.0,"your love woohoo Come and get your love Come and get your love boom Come and get your love boom, boom, boom, ta, daba, boom,"
Come And Get Your Love,daba,GPE,1974.0,"your love Come and get your love boom Come and get your love boom, boom, boom, ta, daba, boom, boom Come and get your love"
Come And Get Your Love,daba,GPE,1974.0,"love boom, boom, boom, ta, daba, boom, boom Come and get your love"
One Hell Of A Woman,each day,DATE,1974.0,Cause I get better loking each day To know me is to love me I must be a hell of a man Lord it's hard
Until You Come Back To Me (That's What I'm Gonna Do),Til,PERSON,1974.0,I m going to walk by myself Just to prove that my love is true All for you baby 'Til you come back to me
Show And Tell,Girl,PERSON,1974.0,"and tell Just a game I play When I wanna say I love you Girl, so show me and tell me That you feel the"
Show And Tell,Girl,PERSON,1974.0,"and tell Just a game I play When I wanna say I love you Girl, so show me and tell me That you feel the"
Show And Tell,Girl,PERSON,1974.0,"and tell Just a game I play When I wanna say I love you Girl, so show me and tell me That you feel the"
Show And Tell,Girl,PERSON,1974.0,"and tell Just a game I play When I wanna say I love you Girl, so show me and tell me That you feel the"
Hooked On A Feeling,Keep,ORG,1974.0,"just stay a victim if I can for sure All the good love when we're all alone Keep it up, girl, you turn me on"
Hooked On A Feeling,Keep,ORG,1974.0,I'm hooked on a feeling I'm high on believing That you're in love with me All the good love When we're all alone Keep it
Hooked On A Feeling,Keep,ORG,1974.0,"high on believing That you're in love with me All the good love When we're all alone Keep it up, girl you turn me on"
The Most Beautiful Girl,Realized,GPE,1974.0,Tell her I need my baby won't you tell her that I love her I woke up this morning Realized what I had done I
Rock Me Gently,Oooh,PERSON,1974.0,"hold me close Don't let me go I need you, honey I love you so You were made for me by the stars above Oooh"
Boogie Down,tonight,TIME,1974.0,"on a natural high And I know I can satisfy, I wanna love baby, tonight tonight Boo boogie down Boogie Boogie down, baby Ooo, boogie"
Boogie Down,tonight,TIME,1974.0,"on a natural high And I know I can satisfy, I wanna love baby, tonight tonight Boo boogie down Boogie Boogie down, baby Ooo, boogie"
Boogie Down,Boo,PERSON,1974.0,"on a natural high And I know I can satisfy, I wanna love baby, tonight tonight Boo boogie down Boogie Boogie down, baby Ooo, boogie"
Boogie Down,Boogie Boogie,PERSON,1974.0,"on a natural high And I know I can satisfy, I wanna love baby, tonight tonight Boo boogie down Boogie Boogie down, baby Ooo, boogie"
Boogie Down,Sweet,PERSON,1974.0,"let's boogie down Let's get it on, girl, don't hesitate Let my love flood your water gate Sweet lover, don't make me wait, I wanna"
Boogie Down,Sweet,PERSON,1974.0,"flood your water gate Sweet lover, don't make me wait, I wanna love kiss, and hug baby, tonight Make feel alright Boo ooo ooo ooo"
Boogie Down,tonight,TIME,1974.0,"flood your water gate Sweet lover, don't make me wait, I wanna love kiss, and hug baby, tonight Make feel alright Boo ooo ooo ooo"
Boogie Down,Boo ooo ooo ooo,LAW,1974.0,"flood your water gate Sweet lover, don't make me wait, I wanna love kiss, and hug baby, tonight Make feel alright Boo ooo ooo ooo"
Boogie Down,gon,ORG,1974.0,"gonna sniff around ha ha ha, boogie down I found a girl, love you up and down ha ha ha, boogie down Boogie Boogie down,"
Boogie Down,Boogie Boogie,PERSON,1974.0,"gonna sniff around ha ha ha, boogie down I found a girl, love you up and down ha ha ha, boogie down Boogie Boogie down,"
